t_idx,DateTime,HourOfDay,DayOfWeek,IsWeekend
1693,2004-05-20 07:00,7,5,0
1694,2004-05-20 08:00,8,5,0
1695,2004-05-20 09:00,9,5,0
1696,2004-05-20 10:00,10,5,0
1697,2004-05-20 11:00,11,5,0
1698,2004-05-20 12:00,12,5,0
1699,2004-05-20 13:00,13,5,0
1700,2004-05-20 14:00,14,5,0
1701,2004-05-20 15:00,15,5,0
1702,2004-05-20 16:00,16,5,0
1703,2004-05-20 17:00,17,5,0
1704,2004-05-20 18:00,18,5,0
1705,2004-05-20 19:00,19,5,0
1706,2004-05-20 20:00,20,5,0
1707,2004-05-20 21:00,21,5,0
1708,2004-05-20 22:00,22,5,0
1709,2004-05-20 23:00,23,5,0
1710,2004-05-21 00:00,0,6,0
1711,2004-05-21 01:00,1,6,0
1712,2004-05-21 02:00,2,6,0
1713,2004-05-21 03:00,3,6,0
1714,2004-05-21 04:00,4,6,0
1715,2004-05-21 05:00,5,6,0
1716,2004-05-21 06:00,6,6,0
1717,2004-05-21 07:00,7,6,0
1718,2004-05-21 08:00,8,6,0
1719,2004-05-21 09:00,9,6,0
1720,2004-05-21 10:00,10,6,0
1721,2004-05-21 11:00,11,6,0
1722,2004-05-21 12:00,12,6,0
1723,2004-05-21 13:00,13,6,0
1724,2004-05-21 14:00,14,6,0
1725,2004-05-21 15:00,15,6,0
1726,2004-05-21 16:00,16,6,0
1727,2004-05-21 17:00,17,6,0
1728,2004-05-21 18:00,18,6,0
1729,2004-05-21 19:00,19,6,0
1730,2004-05-21 20:00,20,6,0
1731,2004-05-21 21:00,21,6,0
1732,2004-05-21 22:00,22,6,0
1733,2004-05-21 23:00,23,6,0
1734,2004-05-22 00:00,0,7,1
1735,2004-05-22 01:00,1,7,1
1736,2004-05-22 02:00,2,7,1
1737,2004-05-22 03:00,3,7,1
1738,2004-05-22 04:00,4,7,1
1739,2004-05-22 05:00,5,7,1
1740,2004-05-22 06:00,6,7,1
1741,2004-05-22 07:00,7,7,1
1742,2004-05-22 08:00,8,7,1
1743,2004-05-22 09:00,9,7,1
1744,2004-05-22 10:00,10,7,1
1745,2004-05-22 11:00,11,7,1
1746,2004-05-22 12:00,12,7,1
1747,2004-05-22 13:00,13,7,1
1748,2004-05-22 14:00,14,7,1
1749,2004-05-22 15:00,15,7,1
1750,2004-05-22 16:00,16,7,1
1751,2004-05-22 17:00,17,7,1
1752,2004-05-22 18:00,18,7,1
1753,2004-05-22 19:00,19,7,1
1754,2004-05-22 20:00,20,7,1
1755,2004-05-22 21:00,21,7,1
1756,2004-05-22 22:00,22,7,1
1757,2004-05-22 23:00,23,7,1
1758,2004-05-23 00:00,0,1,1
1759,2004-05-23 01:00,1,1,1
1760,2004-05-23 02:00,2,1,1
1761,2004-05-23 03:00,3,1,1
1762,2004-05-23 04:00,4,1,1
1763,2004-05-23 05:00,5,1,1
1764,2004-05-23 06:00,6,1,1
1765,2004-05-23 07:00,7,1,1
1766,2004-05-23 08:00,8,1,1
1767,2004-05-23 09:00,9,1,1
1768,2004-05-23 10:00,10,1,1
1769,2004-05-23 11:00,11,1,1
1770,2004-05-23 12:00,12,1,1
1771,2004-05-23 13:00,13,1,1
1772,2004-05-23 14:00,14,1,1
1773,2004-05-23 15:00,15,1,1
1774,2004-05-23 16:00,16,1,1
1775,2004-05-23 17:00,17,1,1
1776,2004-05-23 18:00,18,1,1
1777,2004-05-23 19:00,19,1,1
1778,2004-05-23 20:00,20,1,1
1779,2004-05-23 21:00,21,1,1
1780,2004-05-23 22:00,22,1,1
1781,2004-05-23 23:00,23,1,1
1782,2004-05-24 00:00,0,2,0
1783,2004-05-24 01:00,1,2,0
1784,2004-05-24 02:00,2,2,0
1785,2004-05-24 03:00,3,2,0
1786,2004-05-24 04:00,4,2,0
1787,2004-05-24 05:00,5,2,0
1788,2004-05-24 06:00,6,2,0
1789,2004-05-24 07:00,7,2,0
1790,2004-05-24 08:00,8,2,0
1791,2004-05-24 09:00,9,2,0
1792,2004-05-24 10:00,10,2,0
1793,2004-05-24 11:00,11,2,0
1794,2004-05-24 12:00,12,2,0
1795,2004-05-24 13:00,13,2,0
1796,2004-05-24 14:00,14,2,0
1797,2004-05-24 15:00,15,2,0
1798,2004-05-24 16:00,16,2,0
1799,2004-05-24 17:00,17,2,0
1800,2004-05-24 18:00,18,2,0
1801,2004-05-24 19:00,19,2,0
1802,2004-05-24 20:00,20,2,0
1803,2004-05-24 21:00,21,2,0
1804,2004-05-24 22:00,22,2,0
1805,2004-05-24 23:00,23,2,0
1806,2004-05-25 00:00,0,3,0
1807,2004-05-25 01:00,1,3,0
1808,2004-05-25 02:00,2,3,0
1809,2004-05-25 03:00,3,3,0
1810,2004-05-25 04:00,4,3,0
1811,2004-05-25 05:00,5,3,0
1812,2004-05-25 06:00,6,3,0
1813,2004-05-25 07:00,7,3,0
1814,2004-05-25 08:00,8,3,0
1815,2004-05-25 09:00,9,3,0
1816,2004-05-25 10:00,10,3,0
1817,2004-05-25 11:00,11,3,0
1818,2004-05-25 12:00,12,3,0
1819,2004-05-25 13:00,13,3,0
1820,2004-05-25 14:00,14,3,0
1821,2004-05-25 15:00,15,3,0
1822,2004-05-25 16:00,16,3,0
1823,2004-05-25 17:00,17,3,0
1824,2004-05-25 18:00,18,3,0
1825,2004-05-26 09:00,9,4,0
1826,2004-05-26 10:00,10,4,0
1827,2004-05-26 11:00,11,4,0
1828,2004-05-26 12:00,12,4,0
1829,2004-05-26 13:00,13,4,0
1830,2004-05-26 14:00,14,4,0
1831,2004-05-26 15:00,15,4,0
1832,2004-05-26 16:00,16,4,0
1833,2004-05-26 17:00,17,4,0
1834,2004-05-26 18:00,18,4,0
1835,2004-05-26 19:00,19,4,0
1836,2004-05-26 20:00,20,4,0
1837,2004-05-26 21:00,21,4,0
1838,2004-05-26 22:00,22,4,0
1839,2004-05-26 23:00,23,4,0
1840,2004-05-27 00:00,0,5,0
1841,2004-05-27 01:00,1,5,0
1842,2004-05-27 02:00,2,5,0
1843,2004-05-27 03:00,3,5,0
1844,2004-05-27 04:00,4,5,0
1845,2004-05-27 05:00,5,5,0
1846,2004-05-27 06:00,6,5,0
1847,2004-05-27 07:00,7,5,0
1848,2004-05-27 08:00,8,5,0
1849,2004-05-27 09:00,9,5,0
1850,2004-05-27 10:00,10,5,0
1851,2004-05-27 11:00,11,5,0
1852,2004-05-27 12:00,12,5,0
1853,2004-05-27 13:00,13,5,0
1854,2004-05-27 14:00,14,5,0
1855,2004-05-27 15:00,15,5,0
1856,2004-05-27 16:00,16,5,0
1857,2004-05-27 17:00,17,5,0
1858,2004-05-27 18:00,18,5,0
1859,2004-05-27 19:00,19,5,0
1860,2004-05-27 20:00,20,5,0
1861,2004-05-27 21:00,21,5,0
1862,2004-05-27 22:00,22,5,0
1863,2004-05-27 23:00,23,5,0
1864,2004-05-28 00:00,0,6,0
1865,2004-05-28 01:00,1,6,0
1866,2004-05-28 02:00,2,6,0
1867,2004-05-28 03:00,3,6,0
1868,2004-05-28 04:00,4,6,0
1869,2004-05-28 05:00,5,6,0
1870,2004-05-28 06:00,6,6,0
1871,2004-05-28 07:00,7,6,0
1872,2004-05-28 08:00,8,6,0
1873,2004-05-28 09:00,9,6,0
1874,2004-05-28 10:00,10,6,0
1875,2004-05-28 11:00,11,6,0
1876,2004-05-28 12:00,12,6,0
1877,2004-05-28 13:00,13,6,0
1878,2004-05-28 14:00,14,6,0
1879,2004-05-28 15:00,15,6,0
1880,2004-05-28 16:00,16,6,0
1881,2004-05-28 17:00,17,6,0
1882,2004-05-28 18:00,18,6,0
1883,2004-05-28 19:00,19,6,0
1884,2004-05-28 20:00,20,6,0
1885,2004-05-28 21:00,21,6,0
1886,2004-05-28 22:00,22,6,0
1887,2004-05-28 23:00,23,6,0
1888,2004-05-29 00:00,0,7,1
1889,2004-05-29 01:00,1,7,1
1890,2004-05-29 02:00,2,7,1
1891,2004-05-29 03:00,3,7,1
1892,2004-05-29 04:00,4,7,1
1893,2004-05-29 05:00,5,7,1
1894,2004-05-29 06:00,6,7,1
1895,2004-05-29 07:00,7,7,1
1896,2004-05-29 08:00,8,7,1
1897,2004-05-29 09:00,9,7,1
1898,2004-05-29 10:00,10,7,1
1899,2004-05-29 11:00,11,7,1
1900,2004-05-29 12:00,12,7,1
1901,2004-05-29 13:00,13,7,1
1902,2004-05-29 14:00,14,7,1
1903,2004-05-29 15:00,15,7,1
1904,2004-05-29 16:00,16,7,1
1905,2004-05-29 17:00,17,7,1
1906,2004-05-29 18:00,18,7,1
1907,2004-05-29 19:00,19,7,1
1908,2004-05-29 20:00,20,7,1
1909,2004-05-29 21:00,21,7,1
1910,2004-05-29 22:00,22,7,1
1911,2004-05-29 23:00,23,7,1
1912,2004-05-30 00:00,0,1,1
1913,2004-05-30 01:00,1,1,1
1914,2004-05-30 02:00,2,1,1
1915,2004-05-30 03:00,3,1,1
1916,2004-05-30 04:00,4,1,1
1917,2004-05-30 05:00,5,1,1
1918,2004-05-30 06:00,6,1,1
1919,2004-05-30 07:00,7,1,1
1920,2004-05-30 08:00,8,1,1
1921,2004-05-30 09:00,9,1,1
1922,2004-05-30 10:00,10,1,1
1923,2004-05-30 11:00,11,1,1
1924,2004-05-30 12:00,12,1,1
1925,2004-05-30 13:00,13,1,1
1926,2004-05-30 14:00,14,1,1
1927,2004-05-30 15:00,15,1,1
1928,2004-05-30 16:00,16,1,1
1929,2004-05-30 17:00,17,1,1
1930,2004-05-30 18:00,18,1,1
1931,2004-05-30 19:00,19,1,1
1932,2004-05-30 20:00,20,1,1
1933,2004-05-30 21:00,21,1,1
1934,2004-05-30 22:00,22,1,1
1935,2004-05-30 23:00,23,1,1
1936,2004-05-31 00:00,0,2,0
1937,2004-05-31 01:00,1,2,0
1938,2004-05-31 02:00,2,2,0
1939,2004-05-31 03:00,3,2,0
1940,2004-05-31 04:00,4,2,0
1941,2004-05-31 05:00,5,2,0
1942,2004-05-31 06:00,6,2,0
1943,2004-05-31 07:00,7,2,0
1944,2004-05-31 08:00,8,2,0
1945,2004-05-31 09:00,9,2,0
1946,2004-05-31 10:00,10,2,0
1947,2004-05-31 11:00,11,2,0
1948,2004-05-31 12:00,12,2,0
1949,2004-05-31 13:00,13,2,0
1950,2004-05-31 14:00,14,2,0
1951,2004-05-31 15:00,15,2,0
1952,2004-05-31 16:00,16,2,0
1953,2004-05-31 17:00,17,2,0
1954,2004-05-31 18:00,18,2,0
1955,2004-05-31 19:00,19,2,0
1956,2004-05-31 20:00,20,2,0
1957,2004-05-31 21:00,21,2,0
1958,2004-05-31 22:00,22,2,0
1959,2004-05-31 23:00,23,2,0
1960,2004-06-01 00:00,0,3,0
1961,2004-06-01 01:00,1,3,0
1962,2004-06-01 02:00,2,3,0
1963,2004-06-01 03:00,3,3,0
1964,2004-06-01 04:00,4,3,0
1965,2004-06-01 05:00,5,3,0
1966,2004-06-01 06:00,6,3,0
1967,2004-06-01 07:00,7,3,0
1968,2004-06-01 08:00,8,3,0
1969,2004-06-01 09:00,9,3,0
1970,2004-06-01 10:00,10,3,0
1971,2004-06-01 11:00,11,3,0
1972,2004-06-01 12:00,12,3,0
1973,2004-06-01 13:00,13,3,0
1974,2004-06-01 14:00,14,3,0
1975,2004-06-01 15:00,15,3,0
1976,2004-06-01 16:00,16,3,0
1977,2004-06-01 17:00,17,3,0
1978,2004-06-01 18:00,18,3,0
1979,2004-06-01 19:00,19,3,0
1980,2004-06-01 20:00,20,3,0
1981,2004-06-01 21:00,21,3,0
1982,2004-06-01 22:00,22,3,0
1983,2004-06-01 23:00,23,3,0
1984,2004-06-02 00:00,0,4,0
1985,2004-06-02 01:00,1,4,0
1986,2004-06-02 02:00,2,4,0
1987,2004-06-02 03:00,3,4,0
1988,2004-06-02 04:00,4,4,0
1989,2004-06-02 05:00,5,4,0
1990,2004-06-02 06:00,6,4,0
1991,2004-06-02 07:00,7,4,0
1992,2004-06-02 08:00,8,4,0
1993,2004-06-02 09:00,9,4,0
1994,2004-06-02 10:00,10,4,0
1995,2004-06-02 11:00,11,4,0
1996,2004-06-02 12:00,12,4,0
1997,2004-06-02 13:00,13,4,0
1998,2004-06-02 14:00,14,4,0
1999,2004-06-02 15:00,15,4,0
2000,2004-06-02 16:00,16,4,0
2001,2004-06-02 17:00,17,4,0
2002,2004-06-02 18:00,18,4,0
2003,2004-06-02 19:00,19,4,0
2004,2004-06-02 20:00,20,4,0
2005,2004-06-02 21:00,21,4,0
2006,2004-06-02 22:00,22,4,0
2007,2004-06-02 23:00,23,4,0
2008,2004-06-03 00:00,0,5,0
2009,2004-06-03 01:00,1,5,0
2010,2004-06-03 02:00,2,5,0
2011,2004-06-03 03:00,3,5,0
2012,2004-06-03 04:00,4,5,0
2013,2004-06-03 05:00,5,5,0
2014,2004-06-03 06:00,6,5,0
2015,2004-06-03 07:00,7,5,0
2016,2004-06-03 08:00,8,5,0
2017,2004-06-03 09:00,9,5,0
2018,2004-06-03 10:00,10,5,0
2019,2004-06-03 11:00,11,5,0
2020,2004-06-03 12:00,12,5,0
2021,2004-06-03 13:00,13,5,0
2022,2004-06-03 14:00,14,5,0
2023,2004-06-03 15:00,15,5,0
2024,2004-06-03 16:00,16,5,0
2025,2004-06-03 17:00,17,5,0
2026,2004-06-03 18:00,18,5,0
2027,2004-06-03 19:00,19,5,0
2028,2004-06-03 20:00,20,5,0
2029,2004-06-03 21:00,21,5,0
2030,2004-06-03 22:00,22,5,0
2031,2004-06-03 23:00,23,5,0
2032,2004-06-04 00:00,0,6,0
2033,2004-06-04 01:00,1,6,0
2034,2004-06-04 02:00,2,6,0
2035,2004-06-04 03:00,3,6,0
2036,2004-06-04 04:00,4,6,0
2037,2004-06-04 05:00,5,6,0
2038,2004-06-04 06:00,6,6,0
2039,2004-06-04 07:00,7,6,0
2040,2004-06-04 08:00,8,6,0
2041,2004-06-04 09:00,9,6,0
2042,2004-06-04 10:00,10,6,0
2043,2004-06-04 11:00,11,6,0
2044,2004-06-04 12:00,12,6,0
2045,2004-06-04 13:00,13,6,0
2046,2004-06-04 14:00,14,6,0
2047,2004-06-04 15:00,15,6,0
2048,2004-06-04 16:00,16,6,0
2049,2004-06-04 17:00,17,6,0
2050,2004-06-04 18:00,18,6,0
2051,2004-06-04 19:00,19,6,0
2052,2004-06-04 20:00,20,6,0
2053,2004-06-04 21:00,21,6,0
2054,2004-06-04 22:00,22,6,0
2055,2004-06-04 23:00,23,6,0
2056,2004-06-05 00:00,0,7,1
2057,2004-06-05 01:00,1,7,1
2058,2004-06-05 02:00,2,7,1
2059,2004-06-05 03:00,3,7,1
2060,2004-06-05 04:00,4,7,1
2061,2004-06-05 05:00,5,7,1
2062,2004-06-05 06:00,6,7,1
2063,2004-06-05 07:00,7,7,1
2064,2004-06-05 08:00,8,7,1
2065,2004-06-05 09:00,9,7,1
2066,2004-06-05 10:00,10,7,1
2067,2004-06-05 11:00,11,7,1
2068,2004-06-05 12:00,12,7,1
2069,2004-06-05 13:00,13,7,1
2070,2004-06-05 14:00,14,7,1
2071,2004-06-05 15:00,15,7,1
2072,2004-06-05 16:00,16,7,1
2073,2004-06-05 17:00,17,7,1
2074,2004-06-05 18:00,18,7,1
2075,2004-06-05 19:00,19,7,1
2076,2004-06-05 20:00,20,7,1
2077,2004-06-05 21:00,21,7,1
2078,2004-06-05 22:00,22,7,1
2079,2004-06-05 23:00,23,7,1
2080,2004-06-06 00:00,0,1,1
2081,2004-06-06 01:00,1,1,1
2082,2004-06-06 02:00,2,1,1
2083,2004-06-06 03:00,3,1,1
2084,2004-06-06 04:00,4,1,1
2085,2004-06-06 05:00,5,1,1
2086,2004-06-06 06:00,6,1,1
2087,2004-06-06 07:00,7,1,1
2088,2004-06-06 08:00,8,1,1
2089,2004-06-06 09:00,9,1,1
2090,2004-06-06 10:00,10,1,1
2091,2004-06-06 11:00,11,1,1
2092,2004-06-06 12:00,12,1,1
2093,2004-06-06 13:00,13,1,1
2094,2004-06-06 14:00,14,1,1
2095,2004-06-06 15:00,15,1,1
2096,2004-06-06 16:00,16,1,1
2097,2004-06-06 17:00,17,1,1
2098,2004-06-06 18:00,18,1,1
2099,2004-06-06 19:00,19,1,1
2100,2004-06-06 20:00,20,1,1
2101,2004-06-06 21:00,21,1,1
2102,2004-06-06 22:00,22,1,1
2103,2004-06-06 23:00,23,1,1
2104,2004-06-07 00:00,0,2,0
2105,2004-06-07 01:00,1,2,0
2106,2004-06-07 02:00,2,2,0
2107,2004-06-07 03:00,3,2,0
2108,2004-06-07 04:00,4,2,0
2109,2004-06-07 05:00,5,2,0
2110,2004-06-07 06:00,6,2,0
2111,2004-06-07 07:00,7,2,0
2112,2004-06-07 08:00,8,2,0
2113,2004-06-07 09:00,9,2,0
2114,2004-06-07 10:00,10,2,0
2115,2004-06-07 11:00,11,2,0
2116,2004-06-07 12:00,12,2,0
2117,2004-06-07 13:00,13,2,0
2118,2004-06-07 14:00,14,2,0
2119,2004-06-07 15:00,15,2,0
2120,2004-06-07 16:00,16,2,0
2121,2004-06-07 17:00,17,2,0
2122,2004-06-07 18:00,18,2,0
2123,2004-06-07 19:00,19,2,0
2124,2004-06-07 20:00,20,2,0
2125,2004-06-07 21:00,21,2,0
2126,2004-06-07 22:00,22,2,0
2127,2004-06-07 23:00,23,2,0
2128,2004-06-08 00:00,0,3,0
2129,2004-06-08 01:00,1,3,0
2130,2004-06-08 02:00,2,3,0
2131,2004-06-08 03:00,3,3,0
2132,2004-06-08 04:00,4,3,0
2133,2004-06-08 05:00,5,3,0
2134,2004-06-08 06:00,6,3,0
2135,2004-06-08 07:00,7,3,0
2136,2004-06-08 08:00,8,3,0
2137,2004-06-08 09:00,9,3,0
2138,2004-06-08 10:00,10,3,0
2139,2004-06-08 11:00,11,3,0
2140,2004-06-08 12:00,12,3,0
2141,2004-06-08 13:00,13,3,0
2142,2004-06-08 14:00,14,3,0
2143,2004-06-08 15:00,15,3,0
2144,2004-06-08 16:00,16,3,0
2145,2004-06-08 17:00,17,3,0
2146,2004-06-08 18:00,18,3,0
2147,2004-06-08 19:00,19,3,0
2148,2004-06-08 20:00,20,3,0
2149,2004-06-08 21:00,21,3,0
2150,2004-06-08 22:00,22,3,0
2151,2004-06-08 23:00,23,3,0
2152,2004-06-09 00:00,0,4,0
2153,2004-06-09 01:00,1,4,0
2154,2004-06-09 02:00,2,4,0
2155,2004-06-09 03:00,3,4,0
2156,2004-06-09 04:00,4,4,0
2157,2004-06-09 05:00,5,4,0
2158,2004-06-09 06:00,6,4,0
2159,2004-06-09 07:00,7,4,0
2160,2004-06-09 08:00,8,4,0
2161,2004-06-09 09:00,9,4,0
2162,2004-06-09 10:00,10,4,0
2163,2004-06-09 11:00,11,4,0
2164,2004-06-09 12:00,12,4,0
2165,2004-06-09 13:00,13,4,0
2166,2004-06-09 14:00,14,4,0
2167,2004-06-09 15:00,15,4,0
2168,2004-06-09 16:00,16,4,0
2169,2004-06-09 17:00,17,4,0
2170,2004-06-09 18:00,18,4,0
2171,2004-06-09 19:00,19,4,0
2172,2004-06-09 20:00,20,4,0
2173,2004-06-09 21:00,21,4,0
2174,2004-06-09 22:00,22,4,0
2175,2004-06-09 23:00,23,4,0
2176,2004-06-10 00:00,0,5,0
2177,2004-06-10 01:00,1,5,0
2178,2004-06-10 02:00,2,5,0
2179,2004-06-10 03:00,3,5,0
2180,2004-06-10 04:00,4,5,0
2181,2004-06-10 05:00,5,5,0
2182,2004-06-10 06:00,6,5,0
2183,2004-06-10 07:00,7,5,0
2184,2004-06-10 08:00,8,5,0
2185,2004-06-10 09:00,9,5,0
2186,2004-06-10 10:00,10,5,0
2187,2004-06-10 11:00,11,5,0
2188,2004-06-10 12:00,12,5,0
2189,2004-06-10 13:00,13,5,0
2190,2004-06-10 14:00,14,5,0
2191,2004-06-10 15:00,15,5,0
2192,2004-06-10 16:00,16,5,0
2193,2004-06-10 17:00,17,5,0
2194,2004-06-10 18:00,18,5,0
2195,2004-06-10 19:00,19,5,0
2196,2004-06-10 20:00,20,5,0
2197,2004-06-10 21:00,21,5,0
2198,2004-06-10 22:00,22,5,0
2199,2004-06-10 23:00,23,5,0
2200,2004-06-11 00:00,0,6,0
2201,2004-06-11 01:00,1,6,0
2202,2004-06-11 02:00,2,6,0
2203,2004-06-11 03:00,3,6,0
2204,2004-06-11 04:00,4,6,0
2205,2004-06-11 05:00,5,6,0
2206,2004-06-11 06:00,6,6,0
2207,2004-06-11 07:00,7,6,0
2208,2004-06-11 08:00,8,6,0
2209,2004-06-11 09:00,9,6,0
2210,2004-06-11 10:00,10,6,0
2211,2004-06-11 11:00,11,6,0
2212,2004-06-11 12:00,12,6,0
2213,2004-06-11 13:00,13,6,0
2214,2004-06-11 14:00,14,6,0
2215,2004-06-11 15:00,15,6,0
2216,2004-06-11 16:00,16,6,0
2217,2004-06-11 17:00,17,6,0
2218,2004-06-11 18:00,18,6,0
2219,2004-06-11 19:00,19,6,0
2220,2004-06-11 20:00,20,6,0
2221,2004-06-11 21:00,21,6,0
2222,2004-06-11 22:00,22,6,0
2223,2004-06-11 23:00,23,6,0
2224,2004-06-12 00:00,0,7,1
2225,2004-06-12 01:00,1,7,1
2226,2004-06-12 02:00,2,7,1
2227,2004-06-12 03:00,3,7,1
2228,2004-06-12 04:00,4,7,1
2229,2004-06-12 05:00,5,7,1
2230,2004-06-12 06:00,6,7,1
2231,2004-06-12 07:00,7,7,1
2232,2004-06-12 08:00,8,7,1
2233,2004-06-12 09:00,9,7,1
2234,2004-06-12 10:00,10,7,1
2235,2004-06-12 11:00,11,7,1
2236,2004-06-12 12:00,12,7,1
2237,2004-06-12 13:00,13,7,1
2238,2004-06-12 14:00,14,7,1
2239,2004-06-12 15:00,15,7,1
2240,2004-06-12 16:00,16,7,1
2241,2004-06-12 17:00,17,7,1
2242,2004-06-12 18:00,18,7,1
2243,2004-06-12 19:00,19,7,1
2244,2004-06-12 20:00,20,7,1
2245,2004-06-12 21:00,21,7,1
2246,2004-06-12 22:00,22,7,1
2247,2004-06-12 23:00,23,7,1
2248,2004-06-13 00:00,0,1,1
2249,2004-06-13 01:00,1,1,1
2250,2004-06-13 02:00,2,1,1
2251,2004-06-13 03:00,3,1,1
2252,2004-06-13 04:00,4,1,1
2253,2004-06-13 05:00,5,1,1
2254,2004-06-13 06:00,6,1,1
2255,2004-06-13 07:00,7,1,1
2256,2004-06-13 08:00,8,1,1
2257,2004-06-13 09:00,9,1,1
2258,2004-06-13 10:00,10,1,1
2259,2004-06-13 11:00,11,1,1
2260,2004-06-13 12:00,12,1,1
2261,2004-06-13 13:00,13,1,1
2262,2004-06-13 14:00,14,1,1
2263,2004-06-13 15:00,15,1,1
2264,2004-06-13 16:00,16,1,1
2265,2004-06-13 17:00,17,1,1
2266,2004-06-13 18:00,18,1,1
2267,2004-06-13 19:00,19,1,1
2268,2004-06-13 20:00,20,1,1
2269,2004-06-13 21:00,21,1,1
2270,2004-06-13 22:00,22,1,1
2271,2004-06-13 23:00,23,1,1
2272,2004-06-14 00:00,0,2,0
2273,2004-06-14 01:00,1,2,0
2274,2004-06-14 02:00,2,2,0
2275,2004-06-14 03:00,3,2,0
2276,2004-06-14 04:00,4,2,0
2277,2004-06-14 05:00,5,2,0
2278,2004-06-14 06:00,6,2,0
2279,2004-06-14 07:00,7,2,0
2280,2004-06-14 08:00,8,2,0
2281,2004-06-14 09:00,9,2,0
2282,2004-06-14 10:00,10,2,0
2283,2004-06-14 11:00,11,2,0
2284,2004-06-14 12:00,12,2,0
2285,2004-06-14 13:00,13,2,0
2286,2004-06-14 14:00,14,2,0
2287,2004-06-14 15:00,15,2,0
2288,2004-06-14 16:00,16,2,0
2289,2004-06-14 17:00,17,2,0
2290,2004-06-14 18:00,18,2,0
2291,2004-06-14 19:00,19,2,0
2292,2004-06-14 20:00,20,2,0
2293,2004-06-14 21:00,21,2,0
2294,2004-06-14 22:00,22,2,0
2295,2004-06-14 23:00,23,2,0
2296,2004-06-15 00:00,0,3,0
2297,2004-06-15 01:00,1,3,0
2298,2004-06-15 02:00,2,3,0
2299,2004-06-15 03:00,3,3,0
2300,2004-06-15 04:00,4,3,0
2301,2004-06-15 05:00,5,3,0
2302,2004-06-15 06:00,6,3,0
2303,2004-06-15 07:00,7,3,0
2304,2004-06-15 08:00,8,3,0
2305,2004-06-15 09:00,9,3,0
2306,2004-06-15 10:00,10,3,0
2307,2004-06-15 11:00,11,3,0
2308,2004-06-15 12:00,12,3,0
2309,2004-06-15 13:00,13,3,0
2310,2004-06-15 14:00,14,3,0
2311,2004-06-15 15:00,15,3,0
2312,2004-06-15 16:00,16,3,0
2313,2004-06-15 17:00,17,3,0
2314,2004-06-15 18:00,18,3,0
2315,2004-06-15 19:00,19,3,0
2316,2004-06-15 20:00,20,3,0
2317,2004-06-15 21:00,21,3,0
2318,2004-06-15 22:00,22,3,0
2319,2004-06-15 23:00,23,3,0
2320,2004-06-16 00:00,0,4,0
2321,2004-06-16 01:00,1,4,0
2322,2004-06-16 02:00,2,4,0
2323,2004-06-16 03:00,3,4,0
2324,2004-06-16 04:00,4,4,0
2325,2004-06-16 05:00,5,4,0
2326,2004-06-16 06:00,6,4,0
2327,2004-06-16 07:00,7,4,0
2328,2004-06-16 08:00,8,4,0
2329,2004-06-16 09:00,9,4,0
2330,2004-06-16 10:00,10,4,0
2331,2004-06-16 11:00,11,4,0
2332,2004-06-16 12:00,12,4,0
2333,2004-06-16 13:00,13,4,0
2334,2004-06-16 14:00,14,4,0
2335,2004-06-16 15:00,15,4,0
2336,2004-06-16 16:00,16,4,0
2337,2004-06-16 17:00,17,4,0
2338,2004-06-16 18:00,18,4,0
2339,2004-06-16 19:00,19,4,0
2340,2004-06-16 20:00,20,4,0
2341,2004-06-16 21:00,21,4,0
2342,2004-06-16 22:00,22,4,0
2343,2004-06-16 23:00,23,4,0
2344,2004-06-17 00:00,0,5,0
2345,2004-06-17 01:00,1,5,0
2346,2004-06-17 02:00,2,5,0
2347,2004-06-17 03:00,3,5,0
2348,2004-06-17 04:00,4,5,0
2349,2004-06-17 05:00,5,5,0
2350,2004-06-17 06:00,6,5,0
2351,2004-06-17 07:00,7,5,0
2352,2004-06-17 08:00,8,5,0
2353,2004-06-17 09:00,9,5,0
2354,2004-06-17 10:00,10,5,0
2355,2004-06-17 11:00,11,5,0
2356,2004-06-17 12:00,12,5,0
2357,2004-06-17 13:00,13,5,0
2358,2004-06-17 14:00,14,5,0
2359,2004-06-17 15:00,15,5,0
2360,2004-06-17 16:00,16,5,0
2361,2004-06-17 17:00,17,5,0
2362,2004-06-17 18:00,18,5,0
2363,2004-06-17 19:00,19,5,0
2364,2004-06-17 20:00,20,5,0
2365,2004-06-17 21:00,21,5,0
2366,2004-06-17 22:00,22,5,0
2367,2004-06-17 23:00,23,5,0
2368,2004-06-18 00:00,0,6,0
2369,2004-06-18 01:00,1,6,0
2370,2004-06-18 02:00,2,6,0
2371,2004-06-18 03:00,3,6,0
2372,2004-06-18 04:00,4,6,0
2373,2004-06-18 05:00,5,6,0
2374,2004-06-18 06:00,6,6,0
2375,2004-06-18 07:00,7,6,0
2376,2004-06-18 08:00,8,6,0
2377,2004-06-18 09:00,9,6,0
2378,2004-06-18 10:00,10,6,0
2379,2004-06-18 11:00,11,6,0
2380,2004-06-18 12:00,12,6,0
2381,2004-06-18 13:00,13,6,0
2382,2004-06-18 14:00,14,6,0
2383,2004-06-18 15:00,15,6,0
2384,2004-06-18 16:00,16,6,0
2385,2004-06-18 17:00,17,6,0
2386,2004-06-18 18:00,18,6,0
2387,2004-06-18 19:00,19,6,0
2388,2004-06-18 20:00,20,6,0
2389,2004-06-18 21:00,21,6,0
2390,2004-06-18 22:00,22,6,0
